Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
7:30:00,Tuesday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
7:30:00,Tuesday,Unknown,Female,Above 10yr,Automobile,,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Changing lane to the left,Slight Injury
16:00:00,Thursday,Over 51,Male,Above 10yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,No distancing,Slight Injury
16:00:00,Thursday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the right,Slight Injury
15:16:00,Wednesday,18-30,Male,No License,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,No distancing,Serious Injury
15:16:00,Wednesday,Over 51,Male,1-2yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving to the left,Serious Injury
15:16:00,Wednesday,Over 51,Male,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No distancing,Serious Injury
15:40:00,Thursday,Over 51,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Other,2,1,Going straight,Overtaking,Slight Injury
15:40:00,Thursday,Over 51,Male,1-2yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
22:04:00,Saturday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,No priority to pedestrian,Serious Injury
22:04:00,Saturday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Moving Backward,Serious Injury
22:04:00,Saturday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Serious Injury
8:10:00,Friday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Changing lane to the left,Slight Injury
8:10:00,Friday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Changing lane to the right,Slight Injury
8:10:00,Friday,31-50,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,Driving under the influence of drugs,Slight Injury
11:16:00,Sunday,18-30,Male,,Bus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Moving Backward,No priority to vehicle,Fatal injury
11:16:00,Sunday,18-30,Male,5-10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,5,Going straight,No priority to vehicle,Fatal injury
11:16:00,Sunday,18-30,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,5,Moving Backward,Changing lane to the left,Fatal injury
11:16:00,Sunday,18-30,Male,2-5yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Going straight,Changing lane to the right,Fatal injury
11:16:00,Sunday,18-30,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,5,Moving Backward,Changing lane to the right,Fatal injury
11:16:00,Sunday,18-30,Male,2-5yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,5,,Changing lane to the left,Fatal injury
20:35:00,Monday,Under 18,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
20:35:00,Monday,Under 18,Male,5-10yr,Automobile,,Tangent road with flat terrain,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Getting off the vehicle improperly,Slight Injury
9:26:00,Wednesday,31-50,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Overtaking,Serious Injury
9:26:00,Wednesday,18-30,Male,Above 10yr,Special vehicle,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Serious Injury
12:15:00,Wednesday,Over 51,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driving under the influence of drugs,Slight Injury
12:15:00,Wednesday,Over 51,Male,5-10yr,Lorry,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
14:45:00,Monday,Unknown,Male,Above 10yr,Bus,,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Moving Backward,Slight Injury
14:45:00,Monday,31-50,Male,,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight Injury
9:25:00,Tuesday,Unknown,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight Injury
9:25:00,Tuesday,31-50,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Overturning,Slight Injury
14:20:00,Thursday,18-30,Male,Below 1yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the left,Slight Injury
14:20:00,Thursday,18-30,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,No distancing,Slight Injury
17:30:00,Sunday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
17:30:00,Sunday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No priority to vehicle,Slight Injury
20:31:00,Saturday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight Injury
17:18:00,Wednesday,31-50,Male,Above 10yr,Special vehicle,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
17:18:00,Wednesday,31-50,Male,Above 10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
15:34:00,Monday,Unknown,Male,Above 10yr,,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Overtaking,Serious Injury
15:34:00,Monday,18-30,Male,Above 10yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Driving under the influence of drugs,Serious Injury
15:34:00,Monday,31-50,Male,Above 10yr,Lorry,,Tangent road with flat terrain,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Serious Injury
8:46:00,Wednesday,Unknown,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury
16:59:00,Saturday,Over 51,Male,2-5yr,Other,No defect,Tangent road with mountainous terrain,Gravel roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,1,1,Reversing,Driving carelessly,Serious Injury
21:30:00,Monday,Under 18,Male,Below 1yr,Automobile,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight Injury
21:30:00,Monday,Under 18,Male,Below 1yr,Other,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Reversing,Moving Backward,Slight Injury
21:30:00,Monday,Unknown,Male,2-5yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,Changing lane to the right,Slight Injury
9:30:00,Tuesday,31-50,Male,Below 1yr,Bus,,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,No priority to vehicle,Slight Injury
9:30:00,Tuesday,Unknown,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,Driving at high speed,Slight Injury
20:55:00,Saturday,31-50,Male,,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driving under the influence of drugs,Slight Injury
20:55:00,Saturday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
18:10:00,Tuesday,Unknown,Female,Below 1yr,,No defect,Tangent road with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
18:10:00,Tuesday,Under 18,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
13:15:00,Friday,31-50,Male,1-2yr,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Slight Injury
13:15:00,Friday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury
17:15:00,Tuesday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,,4,1,Going straight,No distancing,Slight Injury
17:15:00,Tuesday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,1,Going straight,Getting off the vehicle improperly,Slight Injury
17:15:00,Tuesday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,,4,1,Going straight,Overtaking,Slight Injury
17:15:00,Tuesday,31-50,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,,4,1,Going straight,Driving carelessly,Slight Injury
17:55:00,Tuesday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,,2,1,Going straight,Driving under the influence of drugs,Fatal injury
17:55:00,Tuesday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Fatal injury
7:54:00,Wednesday,Under 18,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overturning,Slight Injury
7:54:00,Wednesday,18-30,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driving under the influence of drugs,Slight Injury
12:43:00,Wednesday,18-30,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,Changing lane to the right,Serious Injury
17:25:00,Wednesday,31-50,Male,Below 1yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Serious Injury
17:25:00,Wednesday,Unknown,Male,Below 1yr,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious Injury
10:35:00,Sunday,31-50,Male,,Automobile,,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious Injury
10:35:00,Sunday,18-30,Male,Below 1yr,Lorry,,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,No priority to vehicle,Serious Injury
7:45:00,Monday,Unknown,Female,1-2yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Turnover,Moving Backward,Slight Injury
7:45:00,Monday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Other,Rollover,2,1,Going straight,Moving Backward,Slight Injury
8:40:00,Wednesday,Unknown,Female,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Getting off the vehicle improperly,Slight Injury
7:45:00,Thursday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Changing lane to the left,Slight Injury
15:50:00,Wednesday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,3,Going straight,Changing lane to the left,Slight Injury
15:50:00,Wednesday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,No priority to vehicle,Slight Injury
15:50:00,Wednesday,31-50,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight Injury
15:50:00,Wednesday,31-50,Male,Below 1yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight Injury
17:00:00,Tuesday,Unknown,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
17:00:00,Tuesday,18-30,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
17:55:00,Sunday,31-50,Male,2-5yr,Ridden horse,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Turnover,Changing lane to the right,Serious Injury
11:10:00,Saturday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,,Driving under the influence of drugs,Slight Injury
11:10:00,Saturday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Reversing,Driving carelessly,Slight Injury
11:10:00,Saturday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,3,Other,No distancing,Slight Injury
18:00:00,Tuesday,Unknown,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,No priority to vehicle,Slight Injury
18:00:00,Tuesday,Under 18,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Going straight,No priority to vehicle,Slight Injury
18:00:00,Tuesday,Under 18,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Turnover,No priority to vehicle,Slight Injury
18:00:00,Tuesday,Under 18,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Other,Changing lane to the left,Slight Injury
18:00:00,Tuesday,Under 18,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Going straight,Moving Backward,Slight Injury
18:00:00,Tuesday,Under 18,Male,Above 10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Going straight,Driving carelessly,Slight Injury
15:35:00,Friday,Unknown,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driving under the influence of drugs,Slight Injury
15:35:00,Friday,18-30,Male,1-2yr,Bus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
18:30:00,Thursday,Unknown,Male,,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,No priority to vehicle,Slight Injury
18:30:00,Thursday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury
18:30:00,Thursday,31-50,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,Driving to the left,Slight Injury
13:50:00,Wednesday,Unknown,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Moving Backward,Serious Injury
13:50:00,Wednesday,Under 18,Male,5-10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,No priority to vehicle,Serious Injury
13:50:00,Wednesday,Under 18,Male,2-5yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,No distancing,Serious Injury
18:15:00,Tuesday,Unknown,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
18:15:00,Tuesday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
15:45:00,Friday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,No priority to vehicle,Slight Injury
15:45:00,Friday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,No priority to vehicle,Slight Injury
14:20:00,Tuesday,Unknown,Male,1-2yr,Long lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Reversing,No distancing,Slight Injury
14:20:00,Tuesday,18-30,Male,1-2yr,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight Injury
22:04:00,Monday,Unknown,Male,No License,Other,,Tangent road with flat terrain,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Serious Injury
22:04:00,Monday,31-50,Male,1-2yr,,,Tangent road with flat terrain,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Serious Injury
22:04:00,Monday,31-50,Male,5-10yr,Bus,,Tangent road with flat terrain,Asphalt roads,Snow,Darkness - lights lit,Snow,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Serious Injury
17:10:00,Tuesday,Unknown,Female,Above 10yr,Special vehicle,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driving carelessly,Slight Injury
17:10:00,Tuesday,31-50,Male,Above 10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
9:00:00,Wednesday,Under 18,Male,5-10yr,Lorry,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driving carelessly,Slight Injury
9:00:00,Wednesday,31-50,Male,2-5yr,Bus,,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driving carelessly,Slight Injury
3:59:00,Sunday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,2,2,Going straight,Driving under the influence of drugs,Slight Injury
3:59:00,Sunday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,2,Other,Driving carelessly,Slight Injury
15:15:00,Sunday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,3,Going straight,No distancing,Serious Injury
15:15:00,Sunday,18-30,Male,2-5yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,3,Other,Driving carelessly,Serious Injury
15:15:00,Sunday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,3,Going straight,Driving to the left,Serious Injury
15:15:00,Sunday,Unknown,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,2,3,Reversing,Overtaking,Serious Injury
8:39:00,Wednesday,18-30,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,No distancing,Serious Injury
8:39:00,Wednesday,Under 18,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Serious Injury
13:52:00,Wednesday,Unknown,Male,5-10yr,Special vehicle,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
13:52:00,Wednesday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
13:15:00,Friday,Unknown,Male,,,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight Injury
17:45:00,Wednesday,Unknown,Male,1-2yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight Injury
8:45:00,Monday,Unknown,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
1:25:00,Saturday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,1,Other,Moving Backward,Slight Injury
1:25:00,Saturday,18-30,Male,Below 1yr,Other,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Collision with pedestrians,3,1,Going straight,No distancing,Slight Injury
1:25:00,Saturday,Unknown,Male,2-5yr,Automobile,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the left,Slight Injury
5:02:00,Saturday,18-30,Male,Below 1yr,Other,No defect,Tangent road with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury
8:40:00,Wednesday,Unknown,Male,5-10yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight Injury
17:55:00,Tuesday,Over 51,Male,1-2yr,Bus,,Tangent road with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,Moving Backward,Slight Injury
17:55:00,Tuesday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the left,Slight Injury
14:20:00,Saturday,Unknown,Male,,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,No distancing,Slight Injury
14:20:00,Saturday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,No priority to vehicle,Slight Injury
14:20:00,Saturday,31-50,Male,Below 1yr,,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Changing lane to the right,Slight Injury
14:20:00,Saturday,Unknown,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,No distancing,Slight Injury
7:10:00,Tuesday,31-50,Male,2-5yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
